Airline,Source,Destination,Duration,Total_Stops,Additional_Info,Day_of_Journey,Travelling_time,Price
0,0,0,170,0,0,3,0,4423
6,1,1,1640,1,0,3,2,9555
2,1,1,1430,1,0,4,2,12681
2,1,1,875,1,0,3,2,13059
2,1,1,1055,1,1,3,2,8586
5,0,0,165,0,0,1,3,3419
3,1,1,150,0,0,2,2,3873
1,1,1,625,1,0,3,1,10203
2,2,2,535,2,1,0,3,13029
2,1,1,365,1,1,2,2,10844
2,1,1,795,1,1,6,3,11134
6,1,1,1350,1,0,4,3,8610
0,1,1,155,0,0,0,3,4174
2,0,0,1530,1,1,1,1,11087
3,0,0,175,0,0,1,3,3971
2,2,2,715,1,0,2,1,17531
3,0,0,160,0,2,3,0,3573
1,1,1,1350,1,0,5,1,8366
1,1,1,150,0,0,6,2,13885
4,2,2,460,2,0,4,2,18485
7,1,1,150,0,0,5,3,4409
6,1,1,1625,1,0,5,3,8085
4,2,2,480,1,0,3,2,13377
1,2,2,1100,2,0,1,2,13538
4,2,2,395,1,0,0,3,15147
2,0,0,175,0,1,0,1,4030
4,2,2,675,1,0,3,1,14848
2,0,0,565,1,0,0,3,13555
1,2,2,1580,2,0,5,1,10975
2,2,2,1615,2,1,1,1,13029
2,1,1,1495,1,1,3,1,9663
2,4,4,90,0,1,6,1,4050
2,2,2,655,1,0,2,2,14714
1,0,0,655,2,0,3,1,11213
2,0,0,165,0,1,2,1,4544
3,1,1,145,0,0,5,1,3873
4,2,2,480,1,0,2,2,12537
2,1,1,575,1,0,2,1,13067
2,2,2,1760,2,0,3,3,16704
1,0,0,330,1,0,4,1,8714
2,2,2,1320,2,0,2,2,13376
3,3,3,135,0,0,3,1,3597
4,2,2,760,1,0,5,2,7670
1,1,1,2245,2,0,6,1,14410
1,2,2,1420,1,0,2,1,7480
2,1,1,1335,1,0,3,3,13584
2,0,0,1050,1,4,3,2,25735
2,0,0,180,0,1,4,2,4544
4,2,2,600,1,0,1,1,8099
2,1,1,730,1,1,2,2,10844
2,2,2,550,1,0,3,3,12557
2,2,2,195,0,0,3,1,9564
2,0,0,725,1,0,1,3,13817
2,1,1,575,1,1,5,1,12384
4,2,2,860,1,0,1,0,7575
1,1,1,1155,2,0,2,2,14120
4,2,2,915,1,0,1,1,6916
4,2,2,920,1,0,0,1,7878
2,0,0,1290,1,1,0,3,11087
0,1,1,150,0,0,5,2,4804
3,3,3,135,0,0,5,1,3597
1,1,1,2065,2,0,2,0,12723
0,4,4,95,0,0,2,3,2227
1,2,2,735,1,0,4,1,9929
2,1,1,730,1,1,4,3,11841
2,2,2,1015,1,1,3,1,12373
2,2,2,1325,1,1,1,3,12898
1,2,2,1545,2,0,6,0,15113
4,2,2,440,1,0,5,1,10529
1,2,2,1115,2,0,2,2,8875
2,1,1,740,1,1,2,1,10844
1,0,0,165,0,0,3,1,15676
2,1,1,910,1,1,4,1,7064
2,1,1,685,1,1,4,1,10844
2,4,4,1610,1,0,0,2,19595
2,1,1,1090,1,0,5,2,13941
0,2,2,455,1,0,3,1,6790
3,1,1,145,0,2,5,1,3841
2,0,0,1280,1,1,0,1,11087
1,2,2,1410,2,0,2,3,11491
0,0,0,170,0,0,2,0,3943
2,0,0,1200,1,0,3,1,22270
6,0,0,155,0,0,4,2,4878
2,2,2,335,1,0,4,3,14714
4,2,2,740,1,0,0,1,10877
1,2,2,1410,2,0,5,3,9653
2,1,1,960,1,0,4,3,14571
2,1,1,1550,1,1,4,3,7064
0,1,1,155,0,0,0,2,5618
4,2,2,690,1,0,2,2,13727
6,2,2,190,0,0,4,2,4851
1,1,1,760,2,0,6,1,15187
5,0,0,175,0,0,2,1,3419
0,0,0,165,0,0,4,1,3943
2,2,2,1615,2,0,5,1,15129
0,0,0,170,0,0,4,0,3419
1,2,2,1395,2,0,1,3,10861
0,2,2,295,1,0,6,0,7074
1,1,1,1780,2,0,2,1,11542
0,2,2,320,1,0,6,1,6968
2,0,0,180,0,1,4,2,5769
6,1,1,1580,1,0,4,3,7927
2,1,1,800,1,0,4,3,13044
2,2,2,810,2,0,1,3,15129
3,1,1,145,0,2,5,1,3841
0,1,1,155,0,0,0,3,4804
3,0,0,160,0,2,2,0,4319
2,2,2,1270,1,0,0,3,16079
2,0,0,375,1,0,0,3,54826
0,2,2,485,1,0,1,2,12351
2,1,1,1570,1,0,2,2,13067
2,0,0,765,1,0,1,3,13817
3,0,0,175,0,0,1,3,3625
1,4,4,1775,3,0,1,1,18293
6,0,0,165,0,0,4,3,5613
1,2,2,1565,1,0,0,1,11038
0,0,0,165,0,0,0,1,4077
4,2,2,780,1,0,2,1,6883
1,0,0,165,0,0,6,2,19508
1,0,0,865,1,0,4,1,8714
0,1,1,155,0,0,5,0,4804
4,2,2,450,1,0,6,1,15078
3,1,1,150,0,2,6,2,4807
4,2,2,565,3,0,0,1,21829
6,0,0,160,0,0,6,1,5403
2,0,0,550,1,0,3,1,26890
5,1,1,495,1,0,5,3,7335
2,2,2,650,2,1,2,2,9412
2,1,1,685,1,1,1,1,10844
0,0,0,175,0,0,3,3,4990
2,2,2,1760,2,0,0,3,16704
1,2,2,2240,2,0,2,0,7711
2,2,2,655,1,1,2,2,10262
4,2,2,490,1,1,0,2,6007
1,1,1,1200,2,0,4,1,12219
5,0,0,165,0,0,5,3,3898
2,1,1,1745,1,0,2,2,11467
1,1,1,725,2,0,5,1,12534
2,1,1,590,1,1,3,1,10844
3,0,0,170,0,0,6,0,4377
6,3,3,140,0,0,4,2,11982
3,0,0,170,0,0,4,1,4423
2,2,2,550,1,0,6,3,17234
6,1,1,945,1,0,4,1,8295
2,2,2,2295,2,1,0,0,15864
5,0,0,170,0,0,0,1,3398
4,2,2,750,1,0,4,2,7198
2,0,0,165,0,0,1,1,7229
2,2,2,1375,2,0,4,0,13014
1,1,1,1440,1,0,3,2,6528
2,2,2,1620,2,0,4,1,13292
2,2,2,1430,2,0,1,3,15129
1,2,2,1395,2,0,5,3,11071
3,1,1,155,0,0,6,1,4174
4,2,2,890,1,0,2,0,11299
2,2,2,1010,1,1,5,3,12373
1,0,0,1645,1,0,3,0,13439
0,1,1,155,0,0,5,3,4804
1,1,1,1210,2,0,3,1,11642
0,0,0,170,0,0,1,0,3419
0,1,1,335,2,0,1,1,6103
1,1,1,1100,2,0,3,1,13033
2,0,0,420,2,1,0,1,11245
2,1,1,330,1,1,4,1,10056
2,1,1,1080,1,1,3,3,10539
0,3,3,140,0,0,0,3,5277
1,1,1,795,1,0,1,1,11936
2,2,2,1375,2,0,4,0,13014
6,1,1,1640,1,0,3,2,8820
2,2,2,1295,1,1,3,2,12373
2,2,2,1655,1,1,6,1,10262
2,4,4,85,0,1,2,1,4995
2,2,2,1315,1,1,2,3,7438
0,1,1,170,0,0,3,0,4148
0,3,3,140,0,0,0,2,3597
7,1,1,955,1,0,5,1,5192
2,0,0,740,1,0,0,1,16736
4,2,2,480,1,0,6,2,7933
1,2,2,675,1,0,5,1,8879
0,2,2,195,0,0,3,2,5000
6,1,1,965,1,0,2,2,8137
1,2,2,1580,2,0,1,2,22096
3,0,0,170,0,2,6,0,4273
2,0,0,365,1,0,3,3,35185
0,1,1,220,1,0,0,3,4226
2,1,1,475,1,1,5,1,10844
0,4,4,90,0,0,4,2,2754
0,1,1,335,1,0,3,1,6301
1,1,1,1700,2,0,5,1,13222
2,2,2,1145,1,1,1,2,12898
1,0,0,830,1,0,1,1,12127
2,1,1,1540,1,0,1,3,13067
1,1,1,1660,2,0,4,2,9920
5,0,0,175,0,0,4,1,4239
2,2,2,1270,1,0,3,3,14714
0,1,1,325,1,0,2,3,6218
0,3,3,140,0,0,3,0,7295
4,2,2,460,1,0,4,0,7408
2,1,1,505,1,1,4,1,13994
0,1,1,150,0,0,2,2,5224
3,4,4,80,0,0,1,0,4391
1,1,1,1165,2,0,5,1,14109
3,0,0,170,0,2,5,1,4885
2,0,0,180,0,0,6,1,8016
4,2,2,395,1,0,0,1,12524
2,2,2,995,1,1,2,0,6017
1,2,2,1275,2,0,3,3,10441
3,0,0,175,0,0,4,3,3625
1,2,2,2280,3,0,1,0,15586
1,2,2,675,1,0,2,1,7199
2,2,2,1325,2,0,3,1,12273
4,2,2,390,1,0,3,3,7530
2,4,4,90,0,0,1,3,5678
1,2,2,1245,2,0,0,1,11753
3,4,4,90,0,2,1,3,1965
0,2,2,400,1,0,3,1,10208
0,2,2,305,1,0,1,3,5054
0,2,2,425,1,0,6,1,14871
2,2,2,715,1,1,5,1,12373
3,4,4,90,0,0,5,3,2017
2,1,1,890,1,1,6,2,10661
4,2,2,520,1,0,3,1,9794
2,1,1,1630,1,0,3,3,13067
3,3,3,140,0,0,6,2,7298
0,0,0,175,0,0,6,1,7648
1,1,1,590,2,0,3,2,10676
1,0,0,165,0,0,2,1,6961
0,2,2,845,1,0,2,1,6979
4,2,2,720,1,0,0,1,13587
2,1,1,570,1,1,4,2,10844
0,0,0,170,0,0,3,1,3943
0,2,2,705,1,0,4,1,6838
2,2,2,360,1,1,0,2,6542
2,2,2,715,1,1,1,1,12239
2,1,1,730,1,0,3,2,14388
0,1,1,170,0,0,1,0,4148
4,2,2,625,2,0,5,2,16840
4,2,2,765,1,0,2,1,9646
2,1,1,1265,1,0,4,3,14571
0,2,2,570,1,0,2,2,7923
2,1,1,520,1,1,3,3,8586
4,2,2,555,1,0,2,2,9646
2,1,1,1315,1,0,5,2,14388
2,1,1,1430,1,0,4,2,13044
4,2,2,540,1,0,1,1,10197
2,2,2,1395,1,0,6,3,14714
1,2,2,555,1,0,6,1,9929
2,2,2,335,1,1,3,3,6017
3,3,3,135,0,0,3,1,3597
1,2,2,570,1,0,3,2,5704
2,2,2,520,1,0,2,3,14714
1,0,0,165,0,0,3,1,5228
2,1,1,1520,1,0,4,1,11467
6,0,0,170,0,0,3,1,4668
0,0,0,180,0,0,3,3,4591
0,0,0,180,0,0,3,3,3943
1,0,0,165,0,0,6,1,5228
2,2,2,995,1,0,2,0,12242
1,2,2,1580,2,0,4,1,11185
0,2,2,975,1,0,2,1,6573
2,1,1,365,1,0,2,2,14781
1,1,1,970,2,0,4,2,14960
0,3,3,145,0,0,2,1,4332
7,0,0,170,0,0,6,0,7652
2,1,1,690,1,0,4,1,14151
3,0,0,170,0,2,4,1,4319
2,2,2,1420,2,0,3,3,10929
1,1,1,1620,2,0,6,1,11491
0,2,2,195,0,0,3,2,6015
2,1,1,690,1,0,4,1,12692
7,1,1,150,0,0,1,3,4384
0,0,0,165,0,0,2,1,3943
2,2,2,600,1,1,5,1,12373
2,0,0,315,1,0,0,1,19225
2,2,2,1385,1,1,1,3,14053
1,0,0,170,0,0,2,2,5911
4,2,2,740,1,0,4,1,10877
2,1,1,585,1,1,3,3,7757
0,2,2,515,1,0,3,1,6558
0,1,1,165,0,0,6,1,4804
2,4,4,90,0,0,0,2,5678
2,2,2,1105,1,1,3,1,12373
2,0,0,165,0,1,2,1,5198
0,1,1,150,0,0,6,2,6064
2,2,2,395,1,0,1,3,15029
2,2,2,810,2,0,2,0,10909
4,2,2,665,1,0,1,1,18492
2,2,2,1570,1,1,0,0,10262
2,1,1,345,1,0,5,1,8781
0,2,2,455,1,0,0,1,6442
2,4,4,405,1,0,1,1,20120
6,0,0,165,0,0,0,3,4878
2,0,0,760,1,0,0,0,16736
3,1,1,435,1,0,4,1,9630
6,1,1,700,1,0,3,1,8610
6,3,3,135,0,0,3,1,3687
6,1,1,765,1,0,2,3,8452
0,0,0,170,0,0,5,1,3943
0,4,4,85,0,0,4,1,3342
2,1,1,1080,1,0,3,3,13067
6,0,0,165,0,0,2,3,4878
2,1,1,775,1,0,3,3,14388
2,2,2,900,2,0,0,2,16704
1,4,4,75,0,0,1,3,3100
1,0,0,1480,3,0,1,2,13387
0,4,4,90,0,0,4,1,4049
2,2,2,810,2,1,5,0,13029
3,0,0,175,0,2,2,3,3919
0,3,3,145,0,0,1,0,3850
1,2,2,1210,2,0,0,2,8839
2,1,1,730,1,1,4,2,7064
2,1,1,735,1,0,3,3,13941
1,1,1,1470,3,0,4,1,13007
2,1,1,510,1,0,5,2,14781
2,4,4,90,0,1,0,3,2071
2,2,2,195,0,1,4,1,4256
6,0,0,155,0,0,1,2,7923
7,1,1,150,0,0,4,3,3782
2,1,1,800,1,1,2,3,12384
4,2,2,935,1,1,3,1,8565
0,2,2,300,1,0,3,2,6232
0,0,0,170,0,0,1,0,4777
1,1,1,155,0,0,6,3,4145
7,1,1,720,1,0,2,3,5192
1,2,2,170,0,0,4,0,4729
0,2,2,860,1,0,2,1,6093
1,1,1,545,1,0,5,1,8891
2,2,2,745,1,0,2,2,12242
2,1,1,1500,1,0,5,2,11467
2,1,1,730,1,0,1,3,14781
4,2,2,720,1,0,5,1,10197
2,0,0,725,1,0,0,3,17261
1,2,2,765,1,0,5,3,7480
0,1,1,155,0,0,1,2,4804
3,1,1,145,0,2,6,1,4439
2,2,2,1375,2,1,3,0,10368
3,2,2,310,1,0,3,1,6065
2,1,1,585,1,1,4,3,8586
0,2,2,185,0,0,0,2,5406
2,2,2,600,2,1,3,3,12142
2,2,2,620,1,0,3,0,14714
2,2,2,1570,1,1,5,0,10262
1,0,0,725,1,0,0,1,15434
1,1,1,1390,2,0,5,2,10676
0,1,1,155,0,0,6,3,4804
2,2,2,1025,2,0,4,3,13014
0,0,0,170,0,0,1,1,3943
1,4,4,990,2,0,0,0,9678
2,1,1,685,1,0,2,1,14781
4,2,2,600,1,0,2,1,10197
1,2,2,800,2,0,3,0,10861
2,1,1,450,1,1,5,3,10844
1,2,2,965,1,0,1,2,7480
0,2,2,500,1,0,0,2,5684
2,2,2,1620,1,0,3,2,14714
2,1,1,505,1,1,4,1,9314
1,1,1,155,0,0,4,3,4435
4,2,2,690,1,0,3,1,11789
3,0,0,175,0,2,0,3,3919
2,0,0,175,0,1,1,2,5198
3,0,0,170,0,2,6,0,4273
6,1,1,1550,1,0,3,2,8820
0,4,4,90,0,0,2,2,2754
6,1,1,1625,1,0,4,3,8085
2,1,1,1480,1,1,4,3,10539
2,1,1,750,1,0,4,1,14676
2,2,2,1570,1,1,2,0,6017
2,0,0,185,0,1,4,3,4544
2,0,0,175,0,0,1,1,7229
1,2,2,1275,2,0,1,3,16373
1,1,1,1045,2,0,5,0,10991
2,1,1,1315,1,1,5,2,9663
1,0,0,1520,1,5,3,3,14305
7,2,2,865,1,0,2,2,6752
2,1,1,1010,1,1,4,2,8529
0,2,2,195,0,0,2,0,4729
4,2,2,735,1,0,5,1,7670
2,4,4,90,0,1,1,1,4995
2,0,0,180,0,0,5,1,7229
0,0,0,175,0,0,5,1,4823
7,1,1,150,0,0,2,3,3782
2,2,2,1485,1,1,1,3,12898
3,1,1,140,0,2,4,3,3841
4,2,2,505,1,0,5,1,9627
2,1,1,890,1,0,4,3,14571
0,1,1,155,0,0,6,2,6985
2,4,4,85,0,0,4,1,8040
0,1,1,155,0,0,4,3,4804
4,2,2,845,1,0,3,0,10678
2,1,1,1515,1,0,6,2,14231
2,1,1,1220,1,1,4,3,8529
1,2,2,500,2,0,0,1,11753
2,2,2,1760,2,0,5,3,16704
2,1,1,585,1,0,3,3,13374
1,4,4,80,0,0,5,3,3625
2,2,2,1620,1,0,1,2,16079
2,2,2,940,1,1,3,3,10262
2,1,1,330,1,1,2,1,9663
4,2,2,450,1,0,5,3,9595
0,1,1,155,0,0,0,2,4804
1,1,1,1165,2,0,4,1,12744
1,0,0,170,0,0,6,2,6961
2,1,1,875,1,1,2,2,9663
4,2,2,520,1,0,1,1,7575
1,0,0,925,2,0,6,3,13355
1,1,1,1700,2,0,4,1,12592
1,4,4,90,0,0,6,2,3625
2,2,2,805,1,1,0,2,10262
1,2,2,1410,2,0,1,3,9443
1,2,2,635,1,0,1,1,18959
0,4,4,85,0,0,6,1,4784
1,1,1,1110,1,0,4,2,7893
1,2,2,1490,2,0,3,1,14431
9,0,0,340,1,6,3,0,79512
2,4,4,90,0,1,4,3,3210
4,2,2,900,1,0,1,1,13677
1,2,2,1640,1,0,0,1,7480
1,2,2,760,1,0,0,3,8372
2,2,2,1380,2,0,2,0,11664
1,0,0,165,0,0,1,1,6961
1,0,0,165,0,0,2,2,6121
1,0,0,165,0,0,2,1,5911
5,0,0,170,0,0,2,1,3398
4,2,2,390,1,0,4,3,7530
5,0,0,165,0,0,4,3,3419
6,0,0,175,0,0,6,3,6558
1,1,1,1435,1,0,4,3,10203
2,0,0,1525,1,1,1,3,11087
3,0,0,170,0,0,6,3,5575
7,2,2,870,1,0,2,1,6152
2,1,1,435,1,1,3,1,5608
2,0,0,1365,1,0,0,1,17261
2,2,2,1615,2,0,3,1,15129
5,0,0,165,0,0,2,3,3419
0,2,2,285,1,0,3,1,6218
2,2,2,620,1,0,2,0,14714
4,2,2,465,1,0,2,1,14848
2,1,1,435,1,0,3,1,9358
1,1,1,1350,1,0,2,1,8366
4,2,2,465,1,1,0,1,15342
2,4,4,80,0,0,3,0,5678
0,1,1,155,0,0,2,3,4804
2,1,1,475,1,0,4,1,14571
2,1,1,740,1,0,4,1,12681
2,0,0,780,1,0,0,3,17261
6,1,1,1065,1,0,4,2,9922
2,1,1,1025,1,1,5,3,10844
3,0,0,160,0,0,6,0,4423
0,0,0,165,0,0,4,0,3419
2,2,2,335,1,0,0,3,14714
2,0,0,340,1,1,1,0,11087
0,2,2,570,1,0,3,2,6316
3,3,3,135,0,2,0,1,3543
2,1,1,1025,1,0,3,3,14571
2,1,1,505,1,0,4,1,14676
2,0,0,995,1,0,0,2,17261
2,1,1,910,1,0,2,1,13941
1,2,2,1565,1,0,6,1,13348
2,0,0,175,0,0,1,1,8016
2,2,2,330,1,1,0,1,12898
2,0,0,185,0,0,2,3,7229
3,4,4,90,0,0,3,0,2017
2,0,0,670,1,0,0,1,16736
3,1,1,150,0,0,1,2,3873
0,2,2,490,1,0,3,2,6704
2,1,1,1495,1,1,3,3,10844
6,0,0,160,0,0,1,3,7450
2,0,0,730,1,0,0,2,16736
2,2,2,1295,1,1,5,2,10262
1,1,1,2065,2,0,5,0,10991
3,0,0,175,0,0,3,3,3311
0,2,2,895,1,0,4,1,7081
0,0,0,180,0,0,5,3,3943
1,2,2,375,1,0,1,2,8372
1,2,2,1410,2,0,1,3,11701
2,0,0,175,0,1,2,2,5769
4,2,2,625,2,0,4,2,15965
3,0,0,170,0,0,4,1,4423
2,0,0,280,1,1,4,1,6136
2,0,0,365,1,1,1,2,11087
0,3,3,145,0,0,2,0,3540
2,2,2,865,1,1,1,2,12898
0,0,0,165,0,0,3,1,4591
1,2,2,1660,1,0,6,0,8635
2,2,2,600,1,0,3,1,14714
2,1,1,1365,1,0,5,3,14151
4,2,2,860,1,0,6,0,8835
1,1,1,925,1,0,1,2,11936
2,2,2,900,2,0,4,3,13882
1,2,2,965,1,0,4,2,5117
2,0,0,175,0,1,4,2,4544
0,2,2,940,1,0,2,1,6442
1,2,2,1275,2,0,3,3,10441
0,4,4,95,0,0,1,3,2227
2,0,0,165,0,0,0,1,7229
2,2,2,360,1,1,6,2,10262
2,0,0,800,1,0,1,1,13817
3,2,2,295,1,0,1,2,5975
0,1,1,160,0,0,3,3,4148
4,2,2,570,1,0,3,1,13587
2,4,4,80,0,1,3,0,2759
2,0,0,180,0,0,2,3,7229
1,2,2,1475,2,0,3,1,13547
3,1,1,155,0,0,4,1,3873
2,1,1,730,1,0,1,2,14388
2,1,1,910,1,0,4,3,13731
3,1,1,160,0,2,2,1,3815
2,4,4,90,0,0,4,2,5678
2,1,1,1495,1,1,3,1,9663
5,1,1,455,1,0,1,2,8855
2,2,2,1125,2,0,3,1,15129
2,0,0,365,1,0,0,2,13555
2,1,1,665,1,1,1,3,10844
2,0,0,580,1,1,3,1,7832
2,2,2,810,2,1,3,3,11150
6,1,1,865,1,0,3,3,8452
4,2,2,385,1,0,4,1,9646
0,0,0,170,0,0,0,1,3943
5,2,2,355,1,0,4,1,5281
1,2,2,865,2,0,6,2,14667
2,1,1,800,1,0,4,3,14571
2,0,0,390,1,6,3,0,28097
2,0,0,1355,1,0,0,3,17471
2,2,2,660,1,1,4,1,10577
4,2,2,465,1,0,0,1,14848
0,0,0,170,0,0,0,3,4591
0,3,3,140,0,0,5,3,3597
0,2,2,380,1,0,0,2,6938
7,1,1,150,0,0,0,3,3807
2,2,2,600,1,1,4,1,10262
1,1,1,725,2,0,3,1,11432
2,0,0,160,0,0,3,3,7229
4,2,2,465,1,0,1,1,14848
2,1,1,1025,1,1,2,1,8586
4,2,2,520,1,0,2,1,6106
3,1,1,140,0,0,1,3,3873
2,2,2,440,2,1,5,1,15812
2,1,1,1080,1,0,4,3,12121
2,1,1,800,1,1,3,1,8586
4,2,2,705,1,0,4,1,7354
0,1,1,160,0,0,0,3,4778
0,2,2,750,1,0,4,1,6838
4,2,2,755,1,0,0,1,10276
2,0,0,180,0,0,1,1,8016
1,0,0,615,1,0,3,1,4943
0,0,0,170,0,0,0,1,4823
2,1,1,475,1,0,4,1,12996
1,2,2,615,1,0,0,1,9929
4,2,2,930,1,0,2,1,9508
1,2,2,185,0,0,3,3,5674
0,3,3,145,0,0,1,1,3858
0,1,1,155,0,0,4,3,4804
4,2,2,690,1,0,0,2,13377
2,2,2,805,1,1,0,2,12898
7,1,1,155,0,0,6,1,4409
7,2,2,870,1,0,6,1,8759
1,0,0,1405,1,0,6,0,10394
0,3,3,145,0,0,0,1,3858
7,2,2,330,1,0,5,1,6253
2,2,2,1045,2,0,0,3,15129
5,1,1,470,1,0,6,1,4773
2,1,1,1610,1,1,1,1,9663
2,1,1,1005,1,0,4,2,12692
0,0,0,165,0,0,3,0,3943
2,1,1,1685,1,1,3,2,10703
0,2,2,860,1,0,2,1,8784
4,2,2,585,1,0,4,1,11622
0,3,3,140,0,0,4,3,5277
7,2,2,865,1,0,1,2,8327
0,2,2,195,0,0,1,0,6885
2,0,0,180,0,0,4,2,8016
0,2,2,305,1,0,6,3,10112
0,2,2,485,1,0,0,2,14871
2,2,2,600,1,1,4,1,10262
2,4,4,90,0,1,6,3,2470
1,2,2,1210,2,0,1,2,11622
6,1,1,865,1,0,2,3,8662
1,2,2,1560,2,0,0,2,11972
2,2,2,1140,2,1,3,1,11992
2,2,2,1105,1,1,5,1,12373
4,2,2,930,1,0,6,1,7198
2,2,2,330,1,0,5,1,14714
0,2,2,570,1,0,4,2,6316
1,2,2,875,1,0,2,2,5998
2,1,1,1285,1,0,4,3,13044
4,2,2,565,1,0,4,2,9646
7,2,2,865,1,0,3,2,6451
5,2,2,355,1,0,0,1,5281
2,4,4,90,0,1,5,3,2228
0,0,0,165,0,0,6,1,3943
1,2,2,1245,2,0,5,1,11753
2,2,2,810,2,0,0,3,12819
2,2,2,1735,2,1,3,2,8728
3,2,2,270,1,0,3,1,4812
2,1,1,1745,1,0,5,2,14151
6,1,1,765,1,0,5,3,8452
0,1,1,305,1,0,6,2,6762
2,0,0,1100,1,0,1,3,13817
2,2,2,1355,1,1,1,2,12898
0,1,1,265,1,0,1,3,3480
2,0,0,580,1,4,3,1,27992
2,2,2,600,2,1,3,3,7791
1,2,2,1010,1,0,3,1,5704
0,1,1,340,1,0,1,2,5268
5,0,0,170,0,0,3,1,3898
3,1,1,150,0,0,4,1,3847
4,2,2,690,1,0,4,1,10877
4,2,2,630,1,0,2,1,8371
4,2,2,920,1,0,3,1,7038
2,1,1,590,1,0,4,1,14571
2,1,1,800,1,1,4,3,11841
2,2,2,1390,2,0,5,2,15129
3,1,1,140,0,2,5,3,3841
2,2,2,1505,1,1,0,1,10262
1,1,1,155,0,0,1,3,4460
0,0,0,175,0,0,6,3,7648
6,1,1,790,1,0,3,1,8610
0,3,3,140,0,0,1,2,3597
0,2,2,515,1,0,0,1,6442
0,2,2,860,1,0,1,1,12351
4,2,2,480,1,0,1,2,14067
0,0,0,170,0,0,2,3,4823
6,1,1,1750,1,0,6,2,12102
2,4,4,85,0,0,4,1,8040
0,0,0,175,0,0,6,1,7648
0,2,2,325,1,0,3,0,6582
6,0,0,170,0,0,4,1,4668
0,0,0,170,0,0,4,3,4823
3,1,1,140,0,0,5,3,3873
4,2,2,535,1,0,5,1,8476
0,2,2,315,1,0,0,1,5636
2,1,1,685,1,1,3,1,8586
0,0,0,175,0,0,3,3,4823
1,2,2,170,0,0,0,0,6881
2,1,1,510,1,1,3,2,10844
0,1,1,220,1,0,2,3,4226
2,2,2,1425,1,1,3,3,12373
1,1,1,810,2,0,3,1,10697
2,4,4,90,0,1,2,1,4995
1,2,2,1595,2,0,0,2,9443
2,2,2,1375,2,1,5,0,13029
2,2,2,2040,2,0,3,3,12347
4,2,2,480,1,0,4,2,7408
2,1,1,865,1,1,4,3,7064
2,2,2,925,1,1,0,2,13843
0,1,1,155,0,0,2,2,4174
4,2,2,565,3,0,2,1,16294
3,1,1,155,0,2,5,1,3841
0,0,0,170,0,0,5,0,4423
1,2,2,170,0,0,4,0,5201
1,0,0,1705,2,0,6,1,12599
0,4,4,90,0,0,1,1,4049
1,1,1,1505,2,0,4,1,12797
2,1,1,870,1,0,4,3,13067
6,1,1,1350,1,0,4,3,9345
0,2,2,425,1,0,1,0,6818
2,4,4,90,0,0,1,1,8040
2,2,2,1095,2,0,4,3,14300
4,2,2,435,1,0,2,3,13727
2,0,0,1050,1,1,3,2,7832
4,2,2,535,1,0,1,0,16259
0,0,0,170,0,0,3,1,4823
2,0,0,1235,1,0,0,1,16736
1,1,1,1200,2,0,3,1,13217
4,2,2,490,1,0,2,2,6637
2,1,1,1025,1,1,4,3,10844
4,2,2,555,1,1,3,1,8401
3,1,1,145,0,0,2,1,3873
2,2,2,505,2,1,0,3,12410
2,2,2,810,2,0,5,3,15129
0,0,0,170,0,0,5,2,4423
2,2,2,360,1,0,0,2,16079
1,1,1,1105,2,0,3,2,15894
4,2,2,845,1,0,2,0,9103
1,2,2,1350,1,0,4,1,8991
1,1,1,1530,2,0,4,2,7893
0,4,4,90,0,0,6,0,4575
3,1,1,145,0,0,1,1,3873
2,0,0,935,1,1,3,0,7832
0,3,3,140,0,0,5,2,3597
2,1,1,1575,1,0,6,3,13759
2,0,0,185,0,0,0,3,7229
3,1,1,155,0,0,0,1,3873
4,2,2,780,1,0,2,1,9794
1,2,2,1125,1,0,2,2,6681
0,0,0,180,0,0,6,3,4423
2,1,1,685,1,1,2,1,10844
0,2,2,705,1,0,6,1,7258
2,4,4,90,0,1,4,1,4995
2,2,2,1325,1,0,4,3,14924
6,0,0,1665,1,0,4,1,6590
2,2,2,940,1,1,2,3,10262
3,1,1,150,0,0,1,1,5515
2,2,2,1475,2,1,2,3,6643
0,4,4,90,0,0,0,3,2754
0,2,2,310,1,0,4,2,6493
0,1,1,325,1,0,4,3,6218
1,2,2,800,2,0,3,0,10861
0,2,2,515,1,0,0,1,7094
3,4,4,85,0,0,6,3,2227
2,0,0,180,0,1,6,3,4544
1,0,0,630,2,0,3,0,7664
2,0,0,180,0,0,3,2,8016
7,1,1,150,0,0,0,3,3807
1,2,2,725,2,0,2,1,12698
2,1,1,1330,1,1,4,1,8586
2,1,1,1330,1,1,4,1,7064
0,2,2,195,0,0,4,0,5601
3,2,2,380,1,0,1,2,7317
1,1,1,1470,3,0,2,1,12797
0,1,1,255,1,0,1,1,4226
2,1,1,395,1,0,3,2,14151
0,2,2,890,1,0,2,1,6628
0,0,0,170,0,0,1,0,8033
4,2,2,505,1,0,6,1,11200
0,1,1,155,0,0,0,2,4804
7,1,1,720,1,0,4,3,5192
2,2,2,1125,2,0,4,1,13014
2,1,1,1525,1,1,1,3,10844
4,2,2,510,1,0,0,1,15603
5,0,0,175,0,0,0,1,4239
2,1,1,1200,1,0,4,2,13044
2,2,2,1485,1,1,0,3,12898
3,1,1,520,1,0,4,1,6013
